,first,second
1909,"Learning to control your own moods may be very difficult, yet necessary, for you.",Debate and argument appeal to you.
1910,"Learning to control your own moods may be very difficult, yet necessary, for you.",There is a tendency to scratch the surface with the things that strike your interest without learning anything very deeply.
1911,"Learning to control your own moods may be very difficult, yet necessary, for you.","This is the jack-of-all-trades, master-of-none position."
1912,"Learning to control your own moods may be very difficult, yet necessary, for you.","There is danger, then, of superficiality."
1913,"Learning to control your own moods may be very difficult, yet necessary, for you.","Control of thought, word, and action is necessary in order to be successful."
1914,"Learning to control your own moods may be very difficult, yet necessary, for you.","Find your focus, stay with it and develop perseverance."
1915,"Learning to control your own moods may be very difficult, yet necessary, for you.","Journalism, speaking, teaching, sales, advertising, or writing may appeal to you."
1916,"Learning to control your own moods may be very difficult, yet necessary, for you.","Mentally restless, you may change jobs or locations frequently, or do work that involves movement, travel, and variety."
1917,"Learning to control your own moods may be very difficult, yet necessary, for you.",You grasp concepts easily.
1918,"Learning to control your own moods may be very difficult, yet necessary, for you.",You may become impatient with those who do n't learn as quickly.
1919,"Learning to control your own moods may be very difficult, yet necessary, for you.","If you have Venus in Taurus, in love affairs you are generally loyal, especially if your partner is demonstrative and affectionate."
1920,"Learning to control your own moods may be very difficult, yet necessary, for you.","If you have Venus in Taurus, in love affairs you are generally steady, especially if your partner is demonstrative and affectionate."
1921,"Learning to control your own moods may be very difficult, yet necessary, for you.",You are oriented towards the sensual side of life in everything you do.
1922,"Learning to control your own moods may be very difficult, yet necessary, for you.",it may show through too much weight.
1923,"Learning to control your own moods may be very difficult, yet necessary, for you.",You are tremendously responsive to beauty.
1924,"Learning to control your own moods may be very difficult, yet necessary, for you.",You are tremendously responsive to physical appearances.
1925,"Learning to control your own moods may be very difficult, yet necessary, for you.",the physical attractiveness of your partner is very important to you.
1926,"Learning to control your own moods may be very difficult, yet necessary, for you.",You enjoy indulging yourself.
1927,"Learning to control your own moods may be very difficult, yet necessary, for you.",You enjoy indulging the ones you love.
1928,"Learning to control your own moods may be very difficult, yet necessary, for you.",it is too easy for you to be extravagant.
1929,"Learning to control your own moods may be very difficult, yet necessary, for you.",it is too easy for you to put too much value in material things.
1930,"Learning to control your own moods may be very difficult, yet necessary, for you.",Comfort is important to you.
1931,"Learning to control your own moods may be very difficult, yet necessary, for you.",you hate getting your hands dirty.
1932,"Learning to control your own moods may be very difficult, yet necessary, for you.","At times you can be lazy, hoping or expecting someone else to do the dirty work."
1933,"Learning to control your own moods may be very difficult, yet necessary, for you.","Self-control needs to be developed and added to the qualifications you already possess -warmth, charm, sympathy, artistic."
1934,"Learning to control your own moods may be very difficult, yet necessary, for you.","Guard against possessiveness, jealousy, and taking the easy way out in your relationships."
1935,"Learning to control your own moods may be very difficult, yet necessary, for you.",You aim to please in practical ways.
1936,"Learning to control your own moods may be very difficult, yet necessary, for you.",You aim to please in earthy ways.
1937,Your greatest need is to nurture and mother someone or ones.,You often appear irrational to others because you can't always explain the reason or source of your feelings.
1938,Your greatest need is to nurture and mother someone or ones.,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.
1939,Your greatest need is to nurture and mother someone or ones.,You are also very sympathetic and understand the unspoken feelings and needs of others.
1940,Your greatest need is to nurture and mother someone or ones.,You take slights very personally.
1941,Your greatest need is to nurture and mother someone or ones.,"though you may forgive a mistake by a friend or loved one , you never forget it."
1942,Your greatest need is to nurture and mother someone or ones.,Security is very important to you.
1943,Your greatest need is to nurture and mother someone or ones.,you look for it in home.
1944,Your greatest need is to nurture and mother someone or ones.,you look for it in family.
1945,Your greatest need is to nurture and mother someone or ones.,you look for it in life.
1946,Your greatest need is to nurture and mother someone or ones.,Your senses and emotions are quite strong.
1947,Your greatest need is to nurture and mother someone or ones.,it would be wise for you to listen to your intuitive side as you can be quite psychic.
1948,Your greatest need is to nurture and mother someone or ones.,You are very tenacious.
1949,Your greatest need is to nurture and mother someone or ones.,you do not give up or let go of things or people easily.
1950,Your greatest need is to nurture and mother someone or ones.,Your mother is/was a strong influence for good or ill in your life.
1951,Your greatest need is to nurture and mother someone or ones.,You are basically an introvert.
1952,Your greatest need is to nurture and mother someone or ones.,You will do whatever it takes to protect and defend your family or loved ones.
1953,Your greatest need is to nurture and mother someone or ones.,You tend to be a pack-rat because everything has an emotional memory behind it.
1954,Your greatest need is to nurture and mother someone or ones.,you find security in all those memories.
1955,Your greatest need is to nurture and mother someone or ones.,Nothing or no one is ever gone if they leave their memory behind.
1956,Your greatest need is to nurture and mother someone or ones.,"Thus, you can become quite possessive."
1957,Your greatest need is to nurture and mother someone or ones.,"You have the memory of an elephant, but you must learn to forgive and forget past hurts."
1958,Your greatest need is to nurture and mother someone or ones.,"If you have Mercury in Gemini, you have an extremely adaptable, energetic, active, alert, curious, and versatile mind."
1959,Your greatest need is to nurture and mother someone or ones.,"You seek knowledge, either through reading or conversation, or through travel and talking with the new people you constantly meet."
1960,Your greatest need is to nurture and mother someone or ones.,You have so much nervous energy that this can sometimes cause great stress which must find an appropriate release.
1961,Your greatest need is to nurture and mother someone or ones.,Exercise is a good way to release this tension.
1962,Your greatest need is to nurture and mother someone or ones.,"You are clever, witty, and always have a joke or comeback ready for any situation."
1963,Your greatest need is to nurture and mother someone or ones.,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.
1964,Your greatest need is to nurture and mother someone or ones.,You are quick to grasp new concepts.
1965,Your greatest need is to nurture and mother someone or ones.,You are equally quick to lose interest in an idea or project once your curiosity has been satisfied.
1966,Your greatest need is to nurture and mother someone or ones.,You like to taste a little bit of everything.
1967,Your greatest need is to nurture and mother someone or ones.,concentration and disciplined study are not your strong points.
1968,Your greatest need is to nurture and mother someone or ones.,You are handy with your hands.
1969,Your greatest need is to nurture and mother someone or ones.,You may be ambidextrous or mechanically inclined.
1970,Your greatest need is to nurture and mother someone or ones.,Debate and argument appeal to you.
1971,Your greatest need is to nurture and mother someone or ones.,There is a tendency to scratch the surface with the things that strike your interest without learning anything very deeply.
1972,Your greatest need is to nurture and mother someone or ones.,"This is the jack-of-all-trades, master-of-none position."
1973,Your greatest need is to nurture and mother someone or ones.,"There is danger, then, of superficiality."
1974,Your greatest need is to nurture and mother someone or ones.,"Control of thought, word, and action is necessary in order to be successful."
1975,Your greatest need is to nurture and mother someone or ones.,"Find your focus, stay with it and develop perseverance."
1976,Your greatest need is to nurture and mother someone or ones.,"Journalism, speaking, teaching, sales, advertising, or writing may appeal to you."
1977,Your greatest need is to nurture and mother someone or ones.,"Mentally restless, you may change jobs or locations frequently, or do work that involves movement, travel, and variety."
1978,Your greatest need is to nurture and mother someone or ones.,You grasp concepts easily.
1979,Your greatest need is to nurture and mother someone or ones.,You may become impatient with those who do n't learn as quickly.
1980,Your greatest need is to nurture and mother someone or ones.,"If you have Venus in Taurus, in love affairs you are generally loyal, especially if your partner is demonstrative and affectionate."
1981,Your greatest need is to nurture and mother someone or ones.,"If you have Venus in Taurus, in love affairs you are generally steady, especially if your partner is demonstrative and affectionate."
1982,Your greatest need is to nurture and mother someone or ones.,You are oriented towards the sensual side of life in everything you do.
1983,Your greatest need is to nurture and mother someone or ones.,it may show through too much weight.
1984,Your greatest need is to nurture and mother someone or ones.,You are tremendously responsive to beauty.
1985,Your greatest need is to nurture and mother someone or ones.,You are tremendously responsive to physical appearances.
1986,Your greatest need is to nurture and mother someone or ones.,the physical attractiveness of your partner is very important to you.
1987,Your greatest need is to nurture and mother someone or ones.,You enjoy indulging yourself.
1988,Your greatest need is to nurture and mother someone or ones.,You enjoy indulging the ones you love.
1989,Your greatest need is to nurture and mother someone or ones.,it is too easy for you to be extravagant.
1990,Your greatest need is to nurture and mother someone or ones.,it is too easy for you to put too much value in material things.
1991,Your greatest need is to nurture and mother someone or ones.,Comfort is important to you.
1992,Your greatest need is to nurture and mother someone or ones.,you hate getting your hands dirty.
1993,Your greatest need is to nurture and mother someone or ones.,"At times you can be lazy, hoping or expecting someone else to do the dirty work."
1994,Your greatest need is to nurture and mother someone or ones.,"Self-control needs to be developed and added to the qualifications you already possess -warmth, charm, sympathy, artistic."
1995,Your greatest need is to nurture and mother someone or ones.,"Guard against possessiveness, jealousy, and taking the easy way out in your relationships."
1996,Your greatest need is to nurture and mother someone or ones.,You aim to please in practical ways.
1997,Your greatest need is to nurture and mother someone or ones.,You aim to please in earthy ways.
1998,You often appear irrational to others because you can't always explain the reason or source of your feelings.,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.
1999,You often appear irrational to others because you can't always explain the reason or source of your feelings.,You are also very sympathetic and understand the unspoken feelings and needs of others.
2000,You often appear irrational to others because you can't always explain the reason or source of your feelings.,You take slights very personally.
2001,You often appear irrational to others because you can't always explain the reason or source of your feelings.,"though you may forgive a mistake by a friend or loved one , you never forget it."
2002,You often appear irrational to others because you can't always explain the reason or source of your feelings.,Security is very important to you.
2003,You often appear irrational to others because you can't always explain the reason or source of your feelings.,you look for it in home.
2004,You often appear irrational to others because you can't always explain the reason or source of your feelings.,you look for it in family.
2005,You often appear irrational to others because you can't always explain the reason or source of your feelings.,you look for it in life.
2006,You often appear irrational to others because you can't always explain the reason or source of your feelings.,Your senses and emotions are quite strong.
2007,You often appear irrational to others because you can't always explain the reason or source of your feelings.,it would be wise for you to listen to your intuitive side as you can be quite psychic.
2008,You often appear irrational to others because you can't always explain the reason or source of your feelings.,You are very tenacious.
2009,You often appear irrational to others because you can't always explain the reason or source of your feelings.,you do not give up or let go of things or people easily.
2010,You often appear irrational to others because you can't always explain the reason or source of your feelings.,Your mother is/was a strong influence for good or ill in your life.
2011,You often appear irrational to others because you can't always explain the reason or source of your feelings.,You are basically an introvert.
2012,You often appear irrational to others because you can't always explain the reason or source of your feelings.,You will do whatever it takes to protect and defend your family or loved ones.
2013,You often appear irrational to others because you can't always explain the reason or source of your feelings.,You tend to be a pack-rat because everything has an emotional memory behind it.
2014,You often appear irrational to others because you can't always explain the reason or source of your feelings.,you find security in all those memories.
2015,You often appear irrational to others because you can't always explain the reason or source of your feelings.,Nothing or no one is ever gone if they leave their memory behind.
2016,You often appear irrational to others because you can't always explain the reason or source of your feelings.,"Thus, you can become quite possessive."
2017,You often appear irrational to others because you can't always explain the reason or source of your feelings.,"You have the memory of an elephant, but you must learn to forgive and forget past hurts."
2018,You often appear irrational to others because you can't always explain the reason or source of your feelings.,"If you have Mercury in Gemini, you have an extremely adaptable, energetic, active, alert, curious, and versatile mind."
2019,You often appear irrational to others because you can't always explain the reason or source of your feelings.,"You seek knowledge, either through reading or conversation, or through travel and talking with the new people you constantly meet."
2020,You often appear irrational to others because you can't always explain the reason or source of your feelings.,You have so much nervous energy that this can sometimes cause great stress which must find an appropriate release.
2021,You often appear irrational to others because you can't always explain the reason or source of your feelings.,Exercise is a good way to release this tension.
2022,You often appear irrational to others because you can't always explain the reason or source of your feelings.,"You are clever, witty, and always have a joke or comeback ready for any situation."
2023,You often appear irrational to others because you can't always explain the reason or source of your feelings.,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.
2024,You often appear irrational to others because you can't always explain the reason or source of your feelings.,You are quick to grasp new concepts.
2025,You often appear irrational to others because you can't always explain the reason or source of your feelings.,You are equally quick to lose interest in an idea or project once your curiosity has been satisfied.
2026,You often appear irrational to others because you can't always explain the reason or source of your feelings.,You like to taste a little bit of everything.
2027,You often appear irrational to others because you can't always explain the reason or source of your feelings.,concentration and disciplined study are not your strong points.
2028,You often appear irrational to others because you can't always explain the reason or source of your feelings.,You are handy with your hands.
2029,You often appear irrational to others because you can't always explain the reason or source of your feelings.,You may be ambidextrous or mechanically inclined.
2030,You often appear irrational to others because you can't always explain the reason or source of your feelings.,Debate and argument appeal to you.
2031,You often appear irrational to others because you can't always explain the reason or source of your feelings.,There is a tendency to scratch the surface with the things that strike your interest without learning anything very deeply.
2032,You often appear irrational to others because you can't always explain the reason or source of your feelings.,"This is the jack-of-all-trades, master-of-none position."
2033,You often appear irrational to others because you can't always explain the reason or source of your feelings.,"There is danger, then, of superficiality."
2034,You often appear irrational to others because you can't always explain the reason or source of your feelings.,"Control of thought, word, and action is necessary in order to be successful."
2035,You often appear irrational to others because you can't always explain the reason or source of your feelings.,"Find your focus, stay with it and develop perseverance."
2036,You often appear irrational to others because you can't always explain the reason or source of your feelings.,"Journalism, speaking, teaching, sales, advertising, or writing may appeal to you."
2037,You often appear irrational to others because you can't always explain the reason or source of your feelings.,"Mentally restless, you may change jobs or locations frequently, or do work that involves movement, travel, and variety."
2038,You often appear irrational to others because you can't always explain the reason or source of your feelings.,You grasp concepts easily.
2039,You often appear irrational to others because you can't always explain the reason or source of your feelings.,You may become impatient with those who do n't learn as quickly.
2040,You often appear irrational to others because you can't always explain the reason or source of your feelings.,"If you have Venus in Taurus, in love affairs you are generally loyal, especially if your partner is demonstrative and affectionate."
2041,You often appear irrational to others because you can't always explain the reason or source of your feelings.,"If you have Venus in Taurus, in love affairs you are generally steady, especially if your partner is demonstrative and affectionate."
2042,You often appear irrational to others because you can't always explain the reason or source of your feelings.,You are oriented towards the sensual side of life in everything you do.
2043,You often appear irrational to others because you can't always explain the reason or source of your feelings.,it may show through too much weight.
2044,You often appear irrational to others because you can't always explain the reason or source of your feelings.,You are tremendously responsive to beauty.
2045,You often appear irrational to others because you can't always explain the reason or source of your feelings.,You are tremendously responsive to physical appearances.
2046,You often appear irrational to others because you can't always explain the reason or source of your feelings.,the physical attractiveness of your partner is very important to you.
2047,You often appear irrational to others because you can't always explain the reason or source of your feelings.,You enjoy indulging yourself.
2048,You often appear irrational to others because you can't always explain the reason or source of your feelings.,You enjoy indulging the ones you love.
2049,You often appear irrational to others because you can't always explain the reason or source of your feelings.,it is too easy for you to be extravagant.
2050,You often appear irrational to others because you can't always explain the reason or source of your feelings.,it is too easy for you to put too much value in material things.
2051,You often appear irrational to others because you can't always explain the reason or source of your feelings.,Comfort is important to you.
2052,You often appear irrational to others because you can't always explain the reason or source of your feelings.,you hate getting your hands dirty.
2053,You often appear irrational to others because you can't always explain the reason or source of your feelings.,"At times you can be lazy, hoping or expecting someone else to do the dirty work."
2054,You often appear irrational to others because you can't always explain the reason or source of your feelings.,"Self-control needs to be developed and added to the qualifications you already possess -warmth, charm, sympathy, artistic."
2055,You often appear irrational to others because you can't always explain the reason or source of your feelings.,"Guard against possessiveness, jealousy, and taking the easy way out in your relationships."
2056,You often appear irrational to others because you can't always explain the reason or source of your feelings.,You aim to please in practical ways.
2057,You often appear irrational to others because you can't always explain the reason or source of your feelings.,You aim to please in earthy ways.
2058,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,You are also very sympathetic and understand the unspoken feelings and needs of others.
2059,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,You take slights very personally.
2060,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,"though you may forgive a mistake by a friend or loved one , you never forget it."
2061,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,Security is very important to you.
2062,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,you look for it in home.
2063,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,you look for it in family.
2064,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,you look for it in life.
2065,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,Your senses and emotions are quite strong.
2066,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,it would be wise for you to listen to your intuitive side as you can be quite psychic.
2067,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,You are very tenacious.
2068,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,you do not give up or let go of things or people easily.
2069,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,Your mother is/was a strong influence for good or ill in your life.
2070,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,You are basically an introvert.
2071,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,You will do whatever it takes to protect and defend your family or loved ones.
2072,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,You tend to be a pack-rat because everything has an emotional memory behind it.
2073,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,you find security in all those memories.
2074,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,Nothing or no one is ever gone if they leave their memory behind.
2075,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,"Thus, you can become quite possessive."
2076,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,"You have the memory of an elephant, but you must learn to forgive and forget past hurts."
2077,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,"If you have Mercury in Gemini, you have an extremely adaptable, energetic, active, alert, curious, and versatile mind."
2078,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,"You seek knowledge, either through reading or conversation, or through travel and talking with the new people you constantly meet."
2079,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,You have so much nervous energy that this can sometimes cause great stress which must find an appropriate release.
2080,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,Exercise is a good way to release this tension.
2081,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,"You are clever, witty, and always have a joke or comeback ready for any situation."
2082,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.
2083,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,You are quick to grasp new concepts.
2084,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,You are equally quick to lose interest in an idea or project once your curiosity has been satisfied.
2085,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,You like to taste a little bit of everything.
2086,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,concentration and disciplined study are not your strong points.
2087,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,You are handy with your hands.
2088,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,You may be ambidextrous or mechanically inclined.
2089,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,Debate and argument appeal to you.
2090,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,There is a tendency to scratch the surface with the things that strike your interest without learning anything very deeply.
2091,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,"This is the jack-of-all-trades, master-of-none position."
2092,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,"There is danger, then, of superficiality."
2093,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,"Control of thought, word, and action is necessary in order to be successful."
2094,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,"Find your focus, stay with it and develop perseverance."
2095,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,"Journalism, speaking, teaching, sales, advertising, or writing may appeal to you."
2096,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,"Mentally restless, you may change jobs or locations frequently, or do work that involves movement, travel, and variety."
2097,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,You grasp concepts easily.
2098,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,You may become impatient with those who do n't learn as quickly.
2099,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,"If you have Venus in Taurus, in love affairs you are generally loyal, especially if your partner is demonstrative and affectionate."
2100,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,"If you have Venus in Taurus, in love affairs you are generally steady, especially if your partner is demonstrative and affectionate."
2101,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,You are oriented towards the sensual side of life in everything you do.
2102,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,it may show through too much weight.
2103,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,You are tremendously responsive to beauty.
2104,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,You are tremendously responsive to physical appearances.
2105,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,the physical attractiveness of your partner is very important to you.
2106,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,You enjoy indulging yourself.
2107,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,You enjoy indulging the ones you love.
2108,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,it is too easy for you to be extravagant.
2109,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,it is too easy for you to put too much value in material things.
2110,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,Comfort is important to you.
2111,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,you hate getting your hands dirty.
2112,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,"At times you can be lazy, hoping or expecting someone else to do the dirty work."
2113,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,"Self-control needs to be developed and added to the qualifications you already possess -warmth, charm, sympathy, artistic."
2114,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,"Guard against possessiveness, jealousy, and taking the easy way out in your relationships."
2115,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,You aim to please in practical ways.
2116,Anyone who lives with you must accept your ups and downs and appreciate your need for times of withdrawal.,You aim to please in earthy ways.
2117,You are also very sympathetic and understand the unspoken feelings and needs of others.,You take slights very personally.
2118,You are also very sympathetic and understand the unspoken feelings and needs of others.,"though you may forgive a mistake by a friend or loved one , you never forget it."
2119,You are also very sympathetic and understand the unspoken feelings and needs of others.,Security is very important to you.
2120,You are also very sympathetic and understand the unspoken feelings and needs of others.,you look for it in home.
2121,You are also very sympathetic and understand the unspoken feelings and needs of others.,you look for it in family.
2122,You are also very sympathetic and understand the unspoken feelings and needs of others.,you look for it in life.
2123,You are also very sympathetic and understand the unspoken feelings and needs of others.,Your senses and emotions are quite strong.
2124,You are also very sympathetic and understand the unspoken feelings and needs of others.,it would be wise for you to listen to your intuitive side as you can be quite psychic.
2125,You are also very sympathetic and understand the unspoken feelings and needs of others.,You are very tenacious.
2126,You are also very sympathetic and understand the unspoken feelings and needs of others.,you do not give up or let go of things or people easily.
2127,You are also very sympathetic and understand the unspoken feelings and needs of others.,Your mother is/was a strong influence for good or ill in your life.
2128,You are also very sympathetic and understand the unspoken feelings and needs of others.,You are basically an introvert.
2129,You are also very sympathetic and understand the unspoken feelings and needs of others.,You will do whatever it takes to protect and defend your family or loved ones.
2130,You are also very sympathetic and understand the unspoken feelings and needs of others.,You tend to be a pack-rat because everything has an emotional memory behind it.
2131,You are also very sympathetic and understand the unspoken feelings and needs of others.,you find security in all those memories.
2132,You are also very sympathetic and understand the unspoken feelings and needs of others.,Nothing or no one is ever gone if they leave their memory behind.
2133,You are also very sympathetic and understand the unspoken feelings and needs of others.,"Thus, you can become quite possessive."
2134,You are also very sympathetic and understand the unspoken feelings and needs of others.,"You have the memory of an elephant, but you must learn to forgive and forget past hurts."
2135,You are also very sympathetic and understand the unspoken feelings and needs of others.,"If you have Mercury in Gemini, you have an extremely adaptable, energetic, active, alert, curious, and versatile mind."
2136,You are also very sympathetic and understand the unspoken feelings and needs of others.,"You seek knowledge, either through reading or conversation, or through travel and talking with the new people you constantly meet."
2137,You are also very sympathetic and understand the unspoken feelings and needs of others.,You have so much nervous energy that this can sometimes cause great stress which must find an appropriate release.
2138,You are also very sympathetic and understand the unspoken feelings and needs of others.,Exercise is a good way to release this tension.
2139,You are also very sympathetic and understand the unspoken feelings and needs of others.,"You are clever, witty, and always have a joke or comeback ready for any situation."
2140,You are also very sympathetic and understand the unspoken feelings and needs of others.,You love being involved in multiple things at once and this may be a problem – too may irons in the fire at the same time.
2141,You are also very sympathetic and understand the unspoken feelings and needs of others.,You are quick to grasp new concepts.
2142,You are also very sympathetic and understand the unspoken feelings and needs of others.,You are equally quick to lose interest in an idea or project once your curiosity has been satisfied.
2143,You are also very sympathetic and understand the unspoken feelings and needs of others.,You like to taste a little bit of everything.
2144,You are also very sympathetic and understand the unspoken feelings and needs of others.,concentration and disciplined study are not your strong points.
2145,You are also very sympathetic and understand the unspoken feelings and needs of others.,You are handy with your hands.
2146,You are also very sympathetic and understand the unspoken feelings and needs of others.,You may be ambidextrous or mechanically inclined.
2147,You are also very sympathetic and understand the unspoken feelings and needs of others.,Debate and argument appeal to you.
2148,You are also very sympathetic and understand the unspoken feelings and needs of others.,There is a tendency to scratch the surface with the things that strike your interest without learning anything very deeply.
2149,You are also very sympathetic and understand the unspoken feelings and needs of others.,"This is the jack-of-all-trades, master-of-none position."
2150,You are also very sympathetic and understand the unspoken feelings and needs of others.,"There is danger, then, of superficiality."
2151,You are also very sympathetic and understand the unspoken feelings and needs of others.,"Control of thought, word, and action is necessary in order to be successful."
2152,You are also very sympathetic and understand the unspoken feelings and needs of others.,"Find your focus, stay with it and develop perseverance."
2153,You are also very sympathetic and understand the unspoken feelings and needs of others.,"Journalism, speaking, teaching, sales, advertising, or writing may appeal to you."
2154,You are also very sympathetic and understand the unspoken feelings and needs of others.,"Mentally restless, you may change jobs or locations frequently, or do work that involves movement, travel, and variety."
2155,You are also very sympathetic and understand the unspoken feelings and needs of others.,You grasp concepts easily.
2156,You are also very sympathetic and understand the unspoken feelings and needs of others.,You may become impatient with those who do n't learn as quickly.
2157,You are also very sympathetic and understand the unspoken feelings and needs of others.,"If you have Venus in Taurus, in love affairs you are generally loyal, especially if your partner is demonstrative and affectionate."
2158,You are also very sympathetic and understand the unspoken feelings and needs of others.,"If you have Venus in Taurus, in love affairs you are generally steady, especially if your partner is demonstrative and affectionate."
2159,You are also very sympathetic and understand the unspoken feelings and needs of others.,You are oriented towards the sensual side of life in everything you do.
2160,You are also very sympathetic and understand the unspoken feelings and needs of others.,it may show through too much weight.
2161,You are also very sympathetic and understand the unspoken feelings and needs of others.,You are tremendously responsive to beauty.
2162,You are also very sympathetic and understand the unspoken feelings and needs of others.,You are tremendously responsive to physical appearances.
2163,You are also very sympathetic and understand the unspoken feelings and needs of others.,the physical attractiveness of your partner is very important to you.
2164,You are also very sympathetic and understand the unspoken feelings and needs of others.,You enjoy indulging yourself.
2165,You are also very sympathetic and understand the unspoken feelings and needs of others.,You enjoy indulging the ones you love.
2166,You are also very sympathetic and understand the unspoken feelings and needs of others.,it is too easy for you to be extravagant.
2167,You are also very sympathetic and understand the unspoken feelings and needs of others.,it is too easy for you to put too much value in material things.
2168,You are also very sympathetic and understand the unspoken feelings and needs of others.,Comfort is important to you.
2169,You are also very sympathetic and understand the unspoken feelings and needs of others.,you hate getting your hands dirty.
2170,You are also very sympathetic and understand the unspoken feelings and needs of others.,"At times you can be lazy, hoping or expecting someone else to do the dirty work."
2171,You are also very sympathetic and understand the unspoken feelings and needs of others.,"Self-control needs to be developed and added to the qualifications you already possess -warmth, charm, sympathy, artistic."
2172,You are also very sympathetic and understand the unspoken feelings and needs of others.,"Guard against possessiveness, jealousy, and taking the easy way out in your relationships."
2173,You are also very sympathetic and understand the unspoken feelings and needs of others.,You aim to please in practical ways.
2174,You are also very sympathetic and understand the unspoken feelings and needs of others.,You aim to please in earthy ways.
2175,You take slights very personally.,"though you may forgive a mistake by a friend or loved one , you never forget it."
2176,You take slights very personally.,Security is very important to you.
2177,You take slights very personally.,you look for it in home.
2178,You take slights very personally.,you look for it in family.
2179,You take slights very personally.,you look for it in life.
2180,You take slights very personally.,Your senses and emotions are quite strong.
2181,You take slights very personally.,it would be wise for you to listen to your intuitive side as you can be quite psychic.
2182,You take slights very personally.,You are very tenacious.
2183,You take slights very personally.,you do not give up or let go of things or people easily.
2184,You take slights very personally.,Your mother is/was a strong influence for good or ill in your life.
