,first,second
923,you probably have a good head for numbers.,You are shy.
924,you probably have a good head for numbers.,You are sensitive.
925,you probably have a good head for numbers.,You are sentimental.
926,you probably have a good head for numbers.,You are gentle.
927,you probably have a good head for numbers.,You are romantic.
928,Your work is usually neat.,Your work is usually orderly.
929,Your work is usually neat.,you dislike messes.
930,Your work is usually neat.,you dislike dirt.
931,Your work is usually neat.,You tend to be idealistic.
932,Your work is usually neat.,You tend to be optimistic.
933,Your work is usually neat.,You tend to be dependable.
934,Your work is usually neat.,You tend to be open-minded.
935,Your work is usually neat.,You tend to be friendly.
936,Your work is usually neat.,You tend to be honest.
937,Your work is usually neat.,You tend to be versatile.
938,Your work is usually neat.,"You are usually outspoken, sometimes to the point of bluntness."
939,Your work is usually neat.,You are quiet.
940,Your work is usually neat.,You are shy.
941,Your work is usually neat.,You are sensitive.
942,Your work is usually neat.,You are sentimental.
943,Your work is usually neat.,You are gentle.
944,Your work is usually neat.,You are romantic.
945,Your work is usually orderly.,you dislike messes.
946,Your work is usually orderly.,you dislike dirt.
947,Your work is usually orderly.,You tend to be idealistic.
948,Your work is usually orderly.,You tend to be optimistic.
949,Your work is usually orderly.,You tend to be dependable.
950,Your work is usually orderly.,You tend to be open-minded.
951,Your work is usually orderly.,You tend to be friendly.
952,Your work is usually orderly.,You tend to be honest.
953,Your work is usually orderly.,You tend to be versatile.
954,Your work is usually orderly.,"You are usually outspoken, sometimes to the point of bluntness."
955,Your work is usually orderly.,You are quiet.
956,Your work is usually orderly.,You are shy.
957,Your work is usually orderly.,You are sensitive.
958,Your work is usually orderly.,You are sentimental.
959,Your work is usually orderly.,You are gentle.
960,Your work is usually orderly.,You are romantic.
961,you dislike messes.,you dislike dirt.
962,you dislike messes.,You tend to be idealistic.
963,you dislike messes.,You tend to be optimistic.
964,you dislike messes.,You tend to be dependable.
965,you dislike messes.,You tend to be open-minded.
966,you dislike messes.,You tend to be friendly.
967,you dislike messes.,You tend to be honest.
968,you dislike messes.,You tend to be versatile.
969,you dislike messes.,"You are usually outspoken, sometimes to the point of bluntness."
970,you dislike messes.,You are quiet.
971,you dislike messes.,You are shy.
972,you dislike messes.,You are sensitive.
973,you dislike messes.,You are sentimental.
974,you dislike messes.,You are gentle.
975,you dislike messes.,You are romantic.
976,you dislike dirt.,You tend to be idealistic.
977,you dislike dirt.,You tend to be optimistic.
978,you dislike dirt.,You tend to be dependable.
979,you dislike dirt.,You tend to be open-minded.
980,you dislike dirt.,You tend to be friendly.
981,you dislike dirt.,You tend to be honest.
982,you dislike dirt.,You tend to be versatile.
983,you dislike dirt.,"You are usually outspoken, sometimes to the point of bluntness."
984,you dislike dirt.,You are quiet.
985,you dislike dirt.,You are shy.
986,you dislike dirt.,You are sensitive.
987,you dislike dirt.,You are sentimental.
988,you dislike dirt.,You are gentle.
989,you dislike dirt.,You are romantic.
990,You tend to be idealistic.,You tend to be optimistic.
991,You tend to be idealistic.,You tend to be dependable.
992,You tend to be idealistic.,You tend to be open-minded.
993,You tend to be idealistic.,You tend to be friendly.
994,You tend to be idealistic.,You tend to be honest.
995,You tend to be idealistic.,You tend to be versatile.
996,You tend to be idealistic.,"You are usually outspoken, sometimes to the point of bluntness."
997,You tend to be idealistic.,You are quiet.
998,You tend to be idealistic.,You are shy.
999,You tend to be idealistic.,You are sensitive.
1000,You tend to be idealistic.,You are sentimental.
1001,You tend to be idealistic.,You are gentle.
1002,You tend to be idealistic.,You are romantic.
1003,You tend to be optimistic.,You tend to be dependable.
1004,You tend to be optimistic.,You tend to be open-minded.
1005,You tend to be optimistic.,You tend to be friendly.
1006,You tend to be optimistic.,You tend to be honest.
1007,You tend to be optimistic.,You tend to be versatile.
1008,You tend to be optimistic.,"You are usually outspoken, sometimes to the point of bluntness."
1009,You tend to be optimistic.,You are quiet.
1010,You tend to be optimistic.,You are shy.
1011,You tend to be optimistic.,You are sensitive.
1012,You tend to be optimistic.,You are sentimental.
1013,You tend to be optimistic.,You are gentle.
1014,You tend to be optimistic.,You are romantic.
1015,You tend to be dependable.,You tend to be open-minded.
1016,You tend to be dependable.,You tend to be friendly.
1017,You tend to be dependable.,You tend to be honest.
1018,You tend to be dependable.,You tend to be versatile.
1019,You tend to be dependable.,"You are usually outspoken, sometimes to the point of bluntness."
1020,You tend to be dependable.,You are quiet.
1021,You tend to be dependable.,You are shy.
1022,You tend to be dependable.,You are sensitive.
1023,You tend to be dependable.,You are sentimental.
1024,You tend to be dependable.,You are gentle.
1025,You tend to be dependable.,You are romantic.
1026,You tend to be open-minded.,You tend to be friendly.
1027,You tend to be open-minded.,You tend to be honest.
1028,You tend to be open-minded.,You tend to be versatile.
1029,You tend to be open-minded.,"You are usually outspoken, sometimes to the point of bluntness."
1030,You tend to be open-minded.,You are quiet.
1031,You tend to be open-minded.,You are shy.
1032,You tend to be open-minded.,You are sensitive.
1033,You tend to be open-minded.,You are sentimental.
1034,You tend to be open-minded.,You are gentle.
1035,You tend to be open-minded.,You are romantic.
1036,You tend to be friendly.,You tend to be honest.
1037,You tend to be friendly.,You tend to be versatile.
1038,You tend to be friendly.,"You are usually outspoken, sometimes to the point of bluntness."
1039,You tend to be friendly.,You are quiet.
1040,You tend to be friendly.,You are shy.
1041,You tend to be friendly.,You are sensitive.
1042,You tend to be friendly.,You are sentimental.
1043,You tend to be friendly.,You are gentle.
1044,You tend to be friendly.,You are romantic.
1045,You tend to be honest.,You tend to be versatile.
1046,You tend to be honest.,"You are usually outspoken, sometimes to the point of bluntness."
1047,You tend to be honest.,You are quiet.
1048,You tend to be honest.,You are shy.
1049,You tend to be honest.,You are sensitive.
1050,You tend to be honest.,You are sentimental.
1051,You tend to be honest.,You are gentle.
1052,You tend to be honest.,You are romantic.
1053,You tend to be versatile.,"You are usually outspoken, sometimes to the point of bluntness."
1054,You tend to be versatile.,You are quiet.
1055,You tend to be versatile.,You are shy.
1056,You tend to be versatile.,You are sensitive.
1057,You tend to be versatile.,You are sentimental.
1058,You tend to be versatile.,You are gentle.
1059,You tend to be versatile.,You are romantic.
1060,"You are usually outspoken, sometimes to the point of bluntness.",You are quiet.
1061,"You are usually outspoken, sometimes to the point of bluntness.",You are shy.
1062,"You are usually outspoken, sometimes to the point of bluntness.",You are sensitive.
1063,"You are usually outspoken, sometimes to the point of bluntness.",You are sentimental.
1064,"You are usually outspoken, sometimes to the point of bluntness.",You are gentle.
1065,"You are usually outspoken, sometimes to the point of bluntness.",You are romantic.
1066,You are quiet.,You are shy.
1067,You are quiet.,You are sensitive.
1068,You are quiet.,You are sentimental.
1069,You are quiet.,You are gentle.
1070,You are quiet.,You are romantic.
1071,You are shy.,You are sensitive.
1072,You are shy.,You are sentimental.
1073,You are shy.,You are gentle.
1074,You are shy.,You are romantic.
1075,You are sensitive.,You are sentimental.
1076,You are sensitive.,You are gentle.
1077,You are sensitive.,You are romantic.
1078,You are sentimental.,You are gentle.
1079,You are sentimental.,You are romantic.
1080,You are gentle.,You are romantic.
