,score,definition,trait
958,0.47752689859434966,not usual or common or ordinary,unusual
959,0.0014649590040660815,suggestive of youth; vigorous and fresh,youthful
960,0.5194319532475833,presaging or likely to bring good luck or a good outcome,favourable
961,0.056934771954297,giving an advantage,favourable
962,0.47703033840614834,encouraging or approving or pleasing,favourable
963,0.4701244829739103,(of winds or weather) tending to promote or facilitate,favourable
964,0.10467978146814164,impossible to deny or disprove,irrefutable
965,0.056934771954297,giving an advantage,advantageous
966,0.11705846612837693,appropriate for achieving a particular end; implies a lack of concern for fairness,advantageous
967,0.5065309655747624,given or giving freely,handsome
968,0.13066355432051113,pleasing in appearance especially by reason of conformity to ideals of form and proportion,handsome
969,0.09280228190601818,producing a burning sensation on the taste nerves,hot
970,0.0011293761287679827,characterized by violent and forceful activity or movement; very intense,hot
971,0.4096415606440635,charged or energized with electricity,hot
972,0.18951616325076628,newest or most recent,hot
973,0.003772483058143967,very fast; capable of quick response and great speed,hot
974,0.005689916229170199,(color) bold and intense,hot
975,0.4047019876252173,extended meanings; especially of psychological heat; marked by intensity or vehemence especially of passion or enthusiasm,hot
976,0.06292345829973356,having or bringing unusually good luck,hot
977,0.1426857962352969,having or dealing with dangerously high levels of radioactivity,hot
978,0.055033264541067134,having or showing great eagerness or enthusiasm,hot
979,0.0016393476071481258,marked by excited activity,hot
980,0.14465300992287014,newly made,hot
981,0.0956384477635276,of a seeker; very near to the object sought,hot
982,0.002806381745065347,performed or performing with unusually great skill and daring and energy,hot
983,0.06853833973287857,recently stolen or smuggled,hot
984,0.04431991799298774,sexually excited or exciting,hot
985,0.5750087283639944,used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning,hot
986,0.13343206876458522,very good; often used in the negative,hot
987,0.004082977085698798,very popular or successful,hot
988,0.05815375590938948,very unpleasant or even dangerous,hot
989,0.10538060551879028,wanted by the police,hot
990,0.07297895051560631,free from clumsiness; precisely or deftly executed,neat
991,0.22659659116936723,clean or organized,neat
992,0.008439861897669548,"superficially impressive, but lacking depth and attention to the true complexities of a subject",neat
993,0.02473631976953491,very good,neat
994,0.14914602660382018,(of an alcoholic drink) without water,neat
995,0.11586780085271342,showing care in execution,neat
996,0.0327131967788514,able to adjust readily to different conditions,flexible
997,0.11530165973566742,able to flex; able to bend easily,flexible
998,0.02678734775648058,bending and snapping back readily without breaking,flexible
999,0.5516001282810702,making or willing to make concessions,flexible
1000,0.3616016264743239,capable of being changed,flexible
1001,0.0046767320313360365,invulnerable to fear or intimidation,audacious
1002,0.016067600097970616,unrestrained by convention or propriety,audacious
1003,0.4984243942338127,disposed to venture or take risks,audacious
1004,0.5847588684226864,forming or having the nature of a turning point or crisis,critical
1005,0.07246575452901614,urgently needed; absolutely necessary,critical
1006,0.49946116558696824,at or of a point at which a property or phenomenon suffers an abrupt change especially having enough mass to sustain a chain reaction,critical
1007,0.3906735905229107,being in or verging on a state of crisis or emergency,critical
1008,0.03865651031543682,characterized by careful evaluation and judgment,critical
1009,0.017696303386581184,marked by a tendency to find and call attention to errors and flaws,critical
1010,0.4154230650119795,involving or creating circumstances detrimental to success or effectiveness,unfavorable
1011,0.4360414445194362,(of winds or weather) tending to hinder or oppose,unfavorable
1012,0.3569965866486675,not encouraging or approving or pleasing,unfavorable
1013,0.00035139036397049153,lively and spirited,dashing
1014,0.07375610338197668,marked by up-to-dateness in dress and manners,dashing
1015,0.858350675940735,not ostentatious,unpretentious
1016,0.5935589972284343,exhibiting restrained good taste,unpretentious
1017,0.6684804431365131,lacking pretension or affectation,unpretentious
1018,0.4336649901834395,"wanting in moral strength, courage, or will; having the attributes of man as opposed to e.g. divine beings",imperfect
1019,0.7824058384855406,not perfect; defective or inadequate,imperfect
1020,0.10712428225980282,free of deceit,guileless
1021,0.2590211461282329,marked by the exercise of good judgment or common sense in practical matters,judicious
1022,0.3881160025806576,not sarcastic,unsarcastic
1023,0.42030916798471624,not fully developed or mature; not ripe,unripened
1024,0.42030916798471624,not fully developed or mature; not ripe,unripe
1025,0.27566889543812717,not fully prepared,unripe
1026,0.016190909750610057,without care or thought for others,thoughtless
1027,0.5906522983267392,showing lack of careful thought,thoughtless
1028,0.012737571921535183,immune to attack; incapable of being tampered with,strong
1029,0.05050546826941081,of good quality and condition; solidly built,strong
1030,0.2634760189338726,having or wielding force or authority,strong
1031,0.0003539481546891413,strong and sure,strong
1032,0.3153357465218527,having a strong physiological or chemical effect,strong
1033,0.2092974780217648,freshly made or left,strong
1034,0.20425434399104145,being distilled rather than fermented; having a high alcoholic content,strong
1035,0.04347164714211826,having strength or power greater than average or expected,strong
1036,0.06644973824329929,not faint or feeble,strong
1037,0.48504182253990835,of verbs not having standard (or regular) inflection,strong
1038,0.07583242139754726,lying face upward,supine
1039,0.2631601731624682,passive as a result of indolence or indifference,supine
1040,0.019599841286131483,persuaded of; very sure,convinced
1041,0.27649457872876126,belonging to the distant past,early
1042,0.5487186314633624,at or near the beginning of a period of time or course of events or before the usual or expected time,early
1043,0.4679501465508278,being or occurring at an early stage of development,early
1044,0.09861800978693283,expected in the near future,early
1045,0.18047382456102173,of an early stage in the development of a language or literature,early
1046,0.06110807999817617,very young,early
1047,0.07267517957870723,hasty and without attention to detail; not thorough,superficial
1048,0.3516799699149315,of little substance or significance,superficial
1049,0.5938284331032354,concerned with or comprehending only what is apparent or obvious; not deep or penetrating emotionally or intellectually,superficial
1050,0.7241226268651849,occurring on or near the surface of the skin,superficial
1051,0.37424842218490034,marked by or promising bad fortune,unlucky
1052,0.4112686298084112,having or bringing misfortune,unlucky
1053,0.5065309655747624,given or giving freely,big
1054,0.015532544515709136,very intense,big
1055,0.006103649731667313,prodigious,big
1056,0.018004411259470363,(of animals) fully developed,big
1057,0.055484576381380823,in an advanced stage of pregnancy,big
1058,0.08600598564492103,conspicuous in position or importance,big
1059,0.01602868791026096,generous and understanding and tolerant,big
1060,0.018905115088942513,feeling self-importance,big
1061,0.006560220824956924,exhibiting self-importance,big
1062,0.012844735951660111,above average in size or number or quantity or magnitude or extent,big
1063,0.0015197235767174986,loud and firm,big
1064,0.012237284752992274,marked by intense physical force,big
1065,0.3555245086194769,significant,big
1066,0.2556157770002237,small and unimpressive,insignificant
1067,0.5000528115518075,of little importance or influence or power; of minor status,insignificant
1068,0.4215082787152988,"devoid of importance, meaning, or force",insignificant
1069,0.04572865841233978,signifying nothing,insignificant
1070,0.39234961970195315,(of crops) harvested at an early stage of development; before complete maturity,young
1071,0.0014649590040660815,suggestive of youth; vigorous and fresh,young
1072,0.36037299131734163,(used of living things especially persons) in an early period of life or development or growth,young
1073,0.3855408934269312,not tried or tested by experience,young
1074,0.09242948302628497,being in its early stage,young
1075,0.03430930180861261,marked by refinement in taste and manners,cultivated
1076,0.4182551981753838,no longer in the natural state; developed by human care and for human use,cultivated
1077,0.48901566234306015,requiring full use of your abilities or resources,ambitious
1078,0.04883520566450172,having a strong desire for success or achievement,ambitious
1079,0.11213297665429585,improperly forward or bold,wise
1080,0.06420515669788114,evidencing the possession of inside information,wise
1081,0.2590211461282329,marked by the exercise of good judgment or common sense in practical matters,wise
1082,0.41872249675780776,having or prompted by wisdom or discernment,wise
1083,0.6169897949046302,providing assistance or serving a useful function,helpful
1084,0.02078787924020198,producing in abundance,bountiful
1085,0.5065309655747624,given or giving freely,bountiful
1086,0.3099106533216677,abnormally deficient in color as suggesting physical or emotional distress,pale
1087,0.6416016031359416,(of light) lacking in intensity or brightness; dim or feeble,pale
1088,0.5535598710714276,lacking in vitality or interest or effectiveness,pale
1089,0.44929350066883866,not full or rich,pale
1090,0.08763345168105167,very light colored; highly diluted with white,pale
1091,0.09701785634403415,hard to control,difficult
1092,0.2189712835818102,not easy; requiring great physical or mental effort to accomplish or comprehend or endure,difficult
1093,0.0015450829084081305,showing self-interest and shrewdness in dealing with others,canny
1094,0.5773152667505027,affording pleasure; being in harmony with your taste or likings,pleasant
1095,0.642309574117224,(of persons) having pleasing manners or behavior,pleasant
1096,0.1255713000745492,showing concern for the rights and feelings of others,considerate
1097,0.09801977258704389,(used of persons or artifacts) marked by independence and creativity in thought or action,inventive
1098,0.6323692210773848,lacking strength or vigor,feeble
1099,0.41805112152733304,pathetically lacking in force or effectiveness,feeble
1100,0.5397177002057147,lacking bodily or muscular strength or vitality,feeble
1101,0.3712131117013767,lacking strength,feeble
1102,0.2736246242236702,not fair; marked by injustice or partiality or deception,unfair
1103,0.11213297665429585,improperly forward or bold,smart
1104,0.0030961097607019733,characterized by quickness and ease in learning,smart
1105,0.021867877457662097,elegant and stylish,smart
1106,0.009652441267666173,capable of independent and apparently intelligent action,smart
1107,0.05262189487509451,painfully severe,smart
1108,0.020244404735622307,quick and brisk,smart
1109,0.002261350539562815,showing mental alertness and calculation and resourcefulness,smart
1110,0.7104481500138052,beyond or deviating from the usual or expected,peculiar
1111,0.801943336939601,unique or specific to a person or thing or category,peculiar
1112,0.6455336244712024,characteristic of one only; distinctive or special,peculiar
1113,0.15266253869002613,markedly different from the usual,peculiar
1114,0.06408822062322495,unable for both to exist or be true at the same time,contradictory
1115,0.2338007151917159,in disagreement,contradictory
1116,0.493201965931881,that confounds or contradicts or confuses,contradictory
1117,0.6100273846005542,of words or propositions so related that both cannot be true and both cannot be false,contradictory
1118,0.8028911163043467,not enthusiastic; lacking excitement or ardor,unenthusiastic
1119,0.04429698364092934,feeling and exhibiting concern and empathy for others,caring
1120,0.07620147669086093,guided by practical experience and observation rather than theory,practical
1121,0.009827820489003289,being actually such in almost every respect,practical
1122,0.37192310594645034,concerned with actual use or practice,practical
1123,0.8222279464697181,having or put to a practical purpose or use,practical
1124,0.5347185691459775,(of characters in literature or drama) evoking empathic or sympathetic feelings,likeable
1125,0.015031109386727972,easy to like; agreeable,likeable
1126,0.006284396529465374,having a high state of culture and development both social and technological,civilized
1127,0.03430930180861261,marked by refinement in taste and manners,civilized
1128,0.0015450829084081305,showing self-interest and shrewdness in dealing with others,clever
1129,0.0008262763187220065,showing inventiveness and skill,clever
1130,0.004502895309260962,mentally quick and resourceful,clever
1131,0.0759233090273539,far along in time,ripe
1132,0.009503482816748258,fully developed or matured and ready to be eaten or used,ripe
1133,0.3087449701460558,most suitable or right for a particular purpose,ripe
1134,0.015451890538825279,at the highest point of development especially in judgment or knowledge,ripe
1135,0.01997652831282194,fully prepared or eager,ripe
1136,0.2772905040184916,not marked by the use of reason,senseless
1137,0.18578267366157414,(of especially persons) lacking sense or understanding or judgment,senseless
1138,0.03457059492898516,serving no useful purpose; having no excuse for being,senseless
1139,0.31367493162447746,unresponsive to stimulation,senseless
1140,0.2934780975190008,(of a body of water) free from disturbance by heavy waves,unruffled
1141,0.10055036921057385,free from emotional agitation or nervous tension,unruffled
1142,0.2162964927909717,soiled with dirt or soot,smutty
1143,0.002117940843234854,characterized by obscenity,smutty
1144,0.00420790296678325,characterized by the attitude of a philosopher; meeting trouble with level-headed detachment,philosophic
1145,0.4989197308402486,of or relating to philosophy or philosophers,philosophic
1146,0.12789151491888873,appealing to the mind,serious
1147,0.2796467787065809,completely lacking in playfulness,serious
1148,0.06677524801616425,causing fear or anxiety by threatening great harm,serious
1149,0.039075830153831884,concerned with work or important matters rather than play or trivialities,serious
1150,0.08301871753092642,of great consequence,serious
1151,0.4017290788722219,requiring effort or concentration; complex and not easy to answer or solve,serious
1152,0.24831694137838095,not worthy of reliance or trust,undependable
1153,0.19606200514922378,liable to be erroneous or misleading,undependable
1154,0.015693082111427687,presenting favorable circumstances; likely to result in or show signs of success,propitious
1155,0.746778264867333,exhibiting equivalence or correspondence among constituents of an entity or between different entities,harmonious
1156,0.08963048487068968,existing together in harmony,harmonious
1157,0.0649024311919619,musically pleasing,harmonious
1158,0.0653338175642248,suitable and fitting,harmonious
1159,0.23103801704300378,offensive or disagreeable; causing discomfort or unhappiness,unpleasant
1160,0.2403506361516093,obtained illegally or by improper means,dirty
1161,0.20399076567069277,(of a manuscript) defaced with changes,dirty
1162,0.2852047448651951,violating accepted standards or rules,dirty
1163,0.16792655575181045,unethical or dishonest,dirty
1164,0.07546637698087255,spreading pollution or contamination; especially radioactive contamination,dirty
1165,0.06447197173611512,vile; despicable,dirty
1166,0.11384367443453883,contaminated with infecting organisms,dirty
1167,0.3813226693199013,soiled or likely to soil with dirt or grime,dirty
1168,0.432509117391655,(of color) discolored by impurities; not bright and clear,dirty
1169,0.0974495336044885,expressing or revealing hostility or dislike,dirty
1170,0.23246660615876918,(of behavior or especially language) characterized by obscenity or indecency,dirty
1171,0.03158415896453382,unpleasantly stormy,dirty
1172,0.1815511647039358,(used especially of persons) of inferior size,puny
1173,0.4712113503256786,inferior in strength or significance,puny
1174,0.0063731240812141005,characterized by intense emotion,ardent
1175,0.0005412597777498076,characterized by strong enthusiasm,ardent
1176,0.026293965535469196,glowing or shining like fire,ardent
1177,0.002986766772341801,annoyed and irritable,crabby
1178,0.04675412183702547,done with delicacy and skill,nice
1179,0.04943488582704768,excessively fastidious and easily disgusted,nice
1180,0.2633860795163135,socially or conventionally correct; refined or virtuous,nice
1181,0.02668136793580197,exhibiting courtesy and politeness,nice
1182,0.5522742086037936,pleasant or pleasing or agreeable in nature or appearance,nice
1183,0.49753026108393855,lacking interest or spirit or animation,uneager
1184,0.4952503666619695,necessarily or demonstrably true,incontrovertible
1185,0.10467978146814164,impossible to deny or disprove,incontrovertible
1186,0.055484576381380823,in an advanced stage of pregnancy,large
1187,0.08600598564492103,conspicuous in position or importance,large
1188,0.01602868791026096,generous and understanding and tolerant,large
1189,0.012844735951660111,above average in size or number or quantity or magnitude or extent,large
1190,0.0018700211925053326,ostentatiously lofty in style,large
1191,0.2153378652468412,fairly large or important in effect; influential,large
1192,0.004479231723102165,having broad power and range and scope,large
1193,0.018934345165455408,easily aroused or excited,warm
1194,0.0005412597777498076,characterized by strong enthusiasm,warm
1195,0.2092974780217648,freshly made or left,warm
1196,0.01242094066291004,characterized by liveliness or excitement or disagreement,warm
1197,0.709769308066288,having or producing a comfortable and agreeable degree of heat or imparting or maintaining heat,warm
1198,0.3049652452469371,inducing the impression of warmth; used especially of reds and oranges and yellows when referring to color,warm
1199,0.25940066413266116,of a seeker; near to the object sought,warm
1200,0.001857896160747693,psychologically warm; friendly and responsive,warm
1201,0.18768091510611998,uncomfortable because of possible danger or trouble,warm
1202,0.03035262325953344,characterized by careless unconcern,heedless
1203,0.8287323661969498,marked by or paying little heed or attention,heedless
1204,0.5347185691459775,(of characters in literature or drama) evoking empathic or sympathetic feelings,appealing
1205,0.01555038959730569,able to attract interest or draw favorable attention,appealing
1206,0.5194319532475833,presaging or likely to bring good luck or a good outcome,favorable
1207,0.056934771954297,giving an advantage,favorable
1208,0.47703033840614834,encouraging or approving or pleasing,favorable
1209,0.4701244829739103,(of winds or weather) tending to promote or facilitate,favorable
1210,0.6032257830806094,being or reflecting the essential or genuine character of something,real
1211,0.32105908912282355,capable of being treated as fact,real
1212,0.8860571646356749,having substance or capable of being treated as fact; not imaginary,real
1213,0.8610698560660859,being or occurring in fact or actuality; having verified existence; not illusory,real
1214,0.4166819681511923,coinciding with reality,real
1215,0.12099674387086279,no less than what is stated; worthy of the name,real
1216,0.17070388533878675,not to be taken lightly,real
1217,0.5417018972328924,(of property) fixed or immovable,real
1218,0.6311269414147511,"of, relating to, or representing an amount that is corrected for inflation",real
1219,0.5065309655747624,given or giving freely,liberal
1220,0.0845472139154229,showing or characterized by broad-mindedness,liberal
1221,0.2467119375124027,not literal,liberal
1222,0.11425303821958181,having political or social views favoring reform and progress,liberal
1223,0.020555624719692273,"tolerant of change; not bound by authoritarianism, orthodoxy, or tradition",liberal
1224,0.07260481360545523,very steep; having a prominent and almost vertical front,bold
1225,0.04851254819419634,clear and distinct,bold
1226,0.0004162509951144721,fearless and daring,bold
1227,0.8434932681049538,displaying or suggesting a lack of maturity,juvenile
1228,0.5979422351010595,having human form or attributes as opposed to those of animals or divine beings,human
1229,0.05310964805461508,full of or characterized by humor,humorous
1230,0.25475925194719057,suitable to your needs,congenial
1231,0.5865252304054531,(used of plants) capable of cross-fertilization or of being grafted,congenial
1232,0.20412854703437916,expressing or expressive of ridicule that wounds,sarcastic
1233,0.7891218210391086,lacking courage; ignobly timid and faint-hearted,cowardly
1234,0.027024955085812315,characterized by a firm and humorless belief in the validity of your opinions,sincere
1235,0.023972588211155724,open and genuine; not deceitful,sincere
1236,0.07393882466079081,likely to perform unpredictably,temperamental
1237,0.07482799851707717,subject to sharply varying moods,temperamental
1238,0.04147347922531045,fraught with extreme danger; nearly hopeless,desperate
1239,0.3679549008294079,arising from or marked by despair or loss of hope,desperate
1240,0.028687744541472587,desperately determined,desperate
1241,0.002206155843158853,showing extreme courage; especially of actions courageously undertaken in desperation as a last resort,desperate
1242,0.02540310197468346,(of persons) dangerously reckless or violent as from urgency or despair,desperate
1243,0.008885213953463063,showing extreme urgency or intensity especially because of great need or desire,desperate
1244,0.6829846487967131,not agitated; without losing self-possession,calm
1245,0.18118970426614608,(of weather) free from storm or wind,calm
1246,0.30072241475668404,furnishing support or assistance,supportive
1247,0.001445767506459317,showing extreme cupidity; painfully desirous of another's advantages,envious
1248,0.49548988449260334,based on sound reasoning or evidence,tenable
1249,0.13410328109915653,so lacking in interest as to cause mental weariness,slow
1250,0.23782539710916928,slow to learn or understand; lacking intellectual acuity,slow
1251,0.5575193434219419,(of business) not active or brisk,slow
1252,0.10815088913829163,at a slow tempo,slow
1253,0.3900669969432689,not moving quickly; taking a comparatively long time,slow
1254,0.055484576381380823,in an advanced stage of pregnancy,great
1255,0.3636386828285563,of major significance or importance,great
1256,0.19650147760119985,uppercase,great
1257,0.02473631976953491,very good,great
1258,0.31528327392148164,relatively large in size or number or extent; larger than others of its kind,great
1259,0.4843675726281159,remarkable or out of the ordinary in degree or magnitude or effect,great
1260,0.008749472187544863,clear and sharp and ringing,bright
1261,0.20136807229808149,not made dim or less bright,bright
1262,0.0398615354117899,likely to turn out well in the future,bright
1263,0.2720772191052217,made smooth and bright by or as if by rubbing; reflecting a sheen or glow,bright
1264,0.30136572935453554,having strong or striking color,bright
1265,0.0030961097607019733,characterized by quickness and ease in learning,bright
1266,0.09413640735807643,characterized by happiness or gladness,bright
1267,0.3755064574757012,emitting or reflecting light readily or in large amounts,bright
1268,0.07897094268987277,having lots of light either natural or artificial,bright
1269,0.022924557783052666,splendid,bright
1270,0.2940976407708937,acting with a specific goal,shrewd
1271,0.007389960953288484,marked by practical hardheaded intelligence,shrewd
1272,0.42934273885625346,lacking in energy or will,passive
1273,0.060227248632646224,peacefully resistant in response to injustice,passive
1274,0.7180598705773029,expressing that the subject of the sentence is the patient of the action denoted by the verb,passive
1275,0.30345099068339765,offensive or even (of persons) malicious,nasty
1276,0.1008667832152832,exasperatingly difficult to handle or circumvent,nasty
1277,0.18217925601209217,disgustingly dirty; filled or smeared with offensive matter,nasty
1278,0.002117940843234854,characterized by obscenity,nasty
1279,0.03605752483482797,pleasantly (even unrealistically) optimistic,pollyannaish
1280,0.017938623379339977,in a vehement outcry,yelled
1281,0.01282154374299628,fairly large in size,sizeable
1282,0.07528259095448497,large in amount or extent or degree,sizeable
1283,0.00653710078680808,diffusing warmth and friendliness,affable
1284,0.008627607293362358,exhibiting native good judgment,commonsense
1285,0.6550033325971408,being or made softer or less loud or clear,muted
1286,0.1768369114815055,in a softened tone,muted
1287,0.09801977258704389,(used of persons or artifacts) marked by independence and creativity in thought or action,imaginative
1288,0.343034056503962,not disposed to cheat or defraud; not deceptive or fraudulent,honest
1289,0.1792533199389592,not forged,honest
1290,0.4273122152127789,gained or earned without cheating or stealing,honest
1291,0.08406884101673949,worthy of being depended on,honest
1292,0.42131730534981365,marked by truth,honest
1293,0.09642803854335816,without dissimulation; frank,honest
1294,0.4615682216456707,without pretensions,honest
1295,0.48705772547587983,socially incorrect in behavior,unmannerly
1296,0.08245968858226595,showing lack of care for consequences,irresponsible
1297,0.00035139036397049153,lively and spirited,gallant
1298,0.0058298892765647845,being attentive to women like an ideal knight,gallant
1299,0.12099758046203568,having or displaying great dignity or nobility,gallant
1300,0.001537797443843231,unflinching in battle or action,gallant
1301,0.10325729292912295,lacking in sympathy and kindness,unsympathetic
1302,0.4116276153061199,(of characters in literature or drama) tending to evoke antipathetic feelings,unsympathetic
1303,0.17629124049215425,not agreeing with your tastes or expectations,unsympathetic
1304,0.5386297579596552,not having an open mind,unsympathetic
1305,0.49116481875827755,not sympathetic or disposed toward,unsympathetic
1306,0.2793206713964722,lacking in light; not bright or harsh,subdued
1307,0.6849830024766406,not brilliant or glaring,subdued
1308,0.7065142756133765,restrained in style or quality,subdued
1309,0.1768369114815055,in a softened tone,subdued
1310,0.512754818492066,quieted and brought under control,subdued
1311,0.001516142905282543,extraordinarily courageous,lionhearted
1312,0.11293481978557648,hard to pass through because of dense growth,thick
1313,0.059557335913733904,spoken as if with a thick tongue,thick
1314,0.19589031650745947,having a short and solid form or stature,thick
1315,0.02176308875063779,(used informally) stupid,thick
1316,0.2943092288252684,(of darkness) densely dark,thick
1317,0.41871178999606024,(used informally) associated on close terms,thick
1318,0.0008147999771858412,abounding; having a lot of,thick
1319,0.726229745771823,having component parts closely crowded together,thick
1320,0.5199381571672752,not thin; of a specific thickness or of relatively great extent from one surface to the opposite usually in the smallest of the three solid dimensions,thick
1321,0.20056986176766434,relatively dense in consistency,thick
1322,0.5245492021814678,not consistent with or using reason,irrational
1323,0.23663334338893288,real but not expressible as the quotient of two integers,irrational
1324,0.7617611876110536,forming or capable of forming or molding or fashioning,formative
1325,0.04966044446190565,capable of forming new cells and tissues,formative
1326,0.0023622696178953136,friendly and open and willing to talk,talkative
1327,0.01888998102604852,unwisely talking too much,talkative
1328,0.003175696628858831,full of trivial conversation,talkative
1329,0.5510678285783726,deficient in amount or quality or extent,stingy
1330,0.17115903758797135,"unwilling to spend (money, time, resources, etc.)",stingy
1331,0.7787113365907943,involved in or affected by or having a claim to or share in,interested
1332,0.22270142128511122,easily broken or damaged or destroyed,frail
1333,0.4336649901834395,"wanting in moral strength, courage, or will; having the attributes of man as opposed to e.g. divine beings",frail
1334,0.2059332779023306,physically weak,frail
1335,0.00041853943111650366,marked by excessive confidence,overconfident
1336,0.05352083256700898,characterized by directness in manner or speech; without subtlety or evasion,forthright
